day,L,M,S
403,1,77.193799999999996,3.159E-2
404,1,77.231300000000005,3.159E-2
405,1,77.268699999999995,3.1600000000000003E-2
406,1,77.305999999999997,3.1600000000000003E-2
407,1,77.343400000000003,3.1609999999999999E-2
408,1,77.380700000000004,3.1620000000000002E-2
409,1,77.417900000000003,3.1620000000000002E-2
410,1,77.455100000000002,3.1629999999999998E-2
411,1,77.4923,3.1640000000000001E-2
412,1,77.529499999999999,3.1640000000000001E-2
413,1,77.566500000000005,3.1649999999999998E-2
414,1,77.6036,3.1660000000000001E-2
415,1,77.640600000000006,3.1660000000000001E-2
416,1,77.677599999999998,3.1669999999999997E-2
417,1,77.714500000000001,3.168E-2
418,1,77.751400000000004,3.168E-2
419,1,77.788300000000007,3.1690000000000003E-2
420,1,77.825100000000006,3.1699999999999999E-2
421,1,77.861800000000002,3.1699999999999999E-2
422,1,77.898600000000002,3.1710000000000002E-2
423,1,77.935299999999998,3.1719999999999998E-2
424,1,77.971900000000005,3.1719999999999998E-2
425,1,78.008499999999998,3.1730000000000001E-2
426,1,78.045100000000005,3.1739999999999997E-2
427,1,78.081699999999998,3.175E-2
428,1,78.118200000000002,3.175E-2
429,1,78.154600000000002,3.1759999999999997E-2
430,1,78.191100000000006,3.177E-2
431,1,78.227500000000006,3.177E-2
432,1,78.263800000000003,3.1780000000000003E-2
433,1,78.3001,3.1789999999999999E-2
434,1,78.336399999999998,3.1800000000000002E-2
435,1,78.372699999999995,3.1800000000000002E-2
436,1,78.408900000000003,3.1809999999999998E-2
437,1,78.445099999999996,3.1820000000000001E-2
438,1,78.481200000000001,3.1829999999999997E-2
439,1,78.517300000000006,3.1829999999999997E-2
440,1,78.553399999999996,3.184E-2
441,1,78.589399999999998,3.1850000000000003E-2
442,1,78.625399999999999,3.1859999999999999E-2
443,1,78.6614,3.1859999999999999E-2
444,1,78.697299999999998,3.1870000000000002E-2
445,1,78.733199999999997,3.1879999999999999E-2
446,1,78.769099999999995,3.1890000000000002E-2
447,1,78.804900000000004,3.1890000000000002E-2
448,1,78.840699999999998,3.1899999999999998E-2
449,1,78.876400000000004,3.1910000000000001E-2
450,1,78.912199999999999,3.1919999999999997E-2
451,1,78.947900000000004,3.1919999999999997E-2
452,1,78.983500000000006,3.193E-2
453,1,79.019099999999995,3.1940000000000003E-2
454,1,79.054699999999997,3.1949999999999999E-2
455,1,79.090299999999999,3.1960000000000002E-2
456,1,79.125799999999998,3.1960000000000002E-2
457,1,79.161299999999997,3.1969999999999998E-2
458,1,79.196799999999996,3.1980000000000001E-2
459,1,79.232200000000006,3.1989999999999998E-2
460,1,79.267600000000002,3.2000000000000001E-2
461,1,79.302999999999997,3.2000000000000001E-2
462,1,79.338300000000004,3.2009999999999997E-2
463,1,79.373599999999996,3.202E-2
464,1,79.408900000000003,3.2030000000000003E-2
465,1,79.444100000000006,3.2039999999999999E-2
466,1,79.479299999999995,3.2039999999999999E-2
467,1,79.514499999999998,3.2050000000000002E-2
468,1,79.549599999999998,3.2059999999999998E-2
469,1,79.584699999999998,3.2070000000000001E-2
470,1,79.619799999999998,3.2079999999999997E-2
471,1,79.654799999999994,3.209E-2
472,1,79.689800000000005,3.209E-2
473,1,79.724800000000002,3.2099999999999997E-2
474,1,79.759799999999998,3.211E-2
475,1,79.794700000000006,3.2120000000000003E-2
476,1,79.829599999999999,3.2129999999999999E-2
477,1,79.864400000000003,3.2140000000000002E-2
478,1,79.899299999999997,3.2140000000000002E-2
479,1,79.934100000000001,3.2149999999999998E-2
480,1,79.968800000000002,3.2160000000000001E-2
481,1,80.003600000000006,3.2169999999999997E-2
482,1,80.038300000000007,3.218E-2
483,1,80.072900000000004,3.2190000000000003E-2
484,1,80.107600000000005,3.2199999999999999E-2
485,1,80.142200000000003,3.2199999999999999E-2
486,1,80.1768,3.2210000000000003E-2
487,1,80.211299999999994,3.2219999999999999E-2
488,1,80.245900000000006,3.2230000000000002E-2
489,1,80.2804,3.2239999999999998E-2
490,1,80.314800000000005,3.2250000000000001E-2
491,1,80.349299999999999,3.2259999999999997E-2
492,1,80.383700000000005,3.2259999999999997E-2
493,1,80.418099999999995,3.227E-2
494,1,80.452399999999997,3.2280000000000003E-2
495,1,80.486699999999999,3.2289999999999999E-2
496,1,80.521000000000001,3.2300000000000002E-2
497,1,80.555300000000003,3.2309999999999998E-2
498,1,80.589500000000001,3.2320000000000002E-2
499,1,80.623699999999999,3.2329999999999998E-2
500,1,80.657799999999995,3.2340000000000001E-2
501,1,80.691999999999993,3.2340000000000001E-2
502,1,80.726100000000002,3.2349999999999997E-2
